1746807889.9508076,0.5
1746807896.9570863,0.5,1
1746807899.4719648,1.75,0
1746807899.5725589,1.75,1
1746807899.7736313,2.291666626930237,0
1746807899.974278,2.291666626930237,1
1746807900.0750923,2.576388895511627,0
1746807900.1757,2.576388895511627,1
1746807900.4768815,2.7164351046085358,0
1746807900.6776938,2.7164351046085358,1
1746807900.7831337,2.786844089627266,0
1746807901.0837994,2.786844089627266,1
1746807901.2846377,2.821984328329563,0
1746807901.3953035,2.821984328329563,1
1746807901.7016652,2.8395650573074818,0
1746807901.9022212,2.8395650573074818,1
1746807902.0029964,2.848353633657098,0
1746807902.245438,2.848353633657098,1
1746807902.4463117,2.8527482794597745,0
1746807902.5466497,2.8527482794597745,1
1746807902.8511226,2.8549454831518233,0
1746807902.9514859,2.8549454831518233,1
1746807903.052129,2.8560442042071372,0
1746807903.153137,2.8560442042071372,1
1746807903.4541872,2.8565934455255046,0
1746807903.65537,2.8565934455255046,1
1746807903.8562045,2.856868185393978,0
1746807903.9566264,2.856868185393978,1
1746807904.4578424,2.857005436118925,0
1746807904.5685241,2.857005436118925,1
1746807904.7746398,2.857074180690688,0
1746807904.8750029,2.857074180690688,1
1746807904.9758723,2.85710843376728,0
1746807905.2780967,2.85710843376728,1
1746807905.4791842,2.8571256795148656,0
1746807905.5795295,2.8571256795148656,1
1746807905.7806475,2.857134183179369,0
1746807905.8810778,2.857134183179369,1
1746807906.0822136,2.85713855422091,0
1746807906.2828274,2.85713855422091,1
1746807906.4837985,2.857140620532391,0
1746807906.5841,2.857140620532391,1
1746807906.885166,2.857141772897421,0
1746807906.9856768,2.857141772897421,1
1746807907.2999961,2.8571422298706466,0
1746807907.400391,2.8571422298706466,1
1746807907.5012393,2.8571424583572593,0
1746807907.7044086,2.8571424583572593,1
1746807907.9053879,2.8571425726005657,0
1746807908.0057106,2.8571425726005657,1
1746807908.2066402,2.857142629722219,0
1746807908.4071443,2.857142629722219,1
1746807908.5077698,2.8571426582830455,0
1746807908.6082258,2.8571426582830455,1
1746807908.8091516,2.8571426725634588,0
1746807908.9094462,2.8571426725634588,1
1746807909.1101975,2.8571426797036654,0
1746807909.2105134,2.8571426797036654,1
1746807909.6218734,2.8571426832737687,0
1746807909.7263708,2.8571426832737687,1
1746807909.8271024,2.8571426850588204,0
1746807910.0279155,2.8571426850588204,1
1746807910.231496,2.857142685951346,0
1746807910.5321252,2.857142685951346,1
1746807910.7331257,2.857142686397609,0
1746807910.9340444,2.857142686397609,1
1746807911.1348298,2.8571426866207403,0
1746807911.2351263,2.8571426866207403,1
1746807911.4359186,2.857142686732306,0
1746807911.5362897,2.857142686732306,1
1746807911.7371974,2.857142686788089,0
1746807911.9379268,2.857142686788089,1
1746807912.252866,2.8571426868159806,0
1746807912.453524,2.8571426868159806,1
1746807912.6543467,2.8571426868299263,0
1746807912.7678466,2.8571426868299263,1
1746807913.0738418,2.857142686836899,0
1746807913.47454,2.857142686836899,1
1746807913.6753955,2.8571426868403855,0
1746807913.876529,2.8571426868403855,1
1746807914.0774188,2.8571426868421286,0
1746807914.1777132,2.8571426868421286,1
1746807914.4785604,2.8571426868430003,0
1746807914.578853,2.8571426868430003,1
1746807914.985009,2.857142686843436,0
1746807915.1855094,2.857142686843436,1
1746807915.286627,2.857142686843654,0
1746807915.4870615,2.857142686843654,1
1746807915.6878984,2.857142686843763,0
1746807915.788203,2.857142686843763,1
1746807915.9891207,2.8571426868438174,0
1746807916.089444,2.8571426868438174,1
1746807916.2902236,2.8571426868438445,0
1746807916.3905282,2.8571426868438445,1
1746807916.6920714,2.8571426868438583,0
1746807916.8926518,2.8571426868438583,1
1746807917.0934117,2.857142686843865,0
1746807917.2040935,2.857142686843865,1
1746807917.4099412,2.8571426868438685,0
1746807917.6104224,2.8571426868438685,1
1746807917.813361,2.8571426868438703,0
1746807917.913739,2.8571426868438703,1
1746807918.2146645,2.857142686843871,0
1746807918.3149648,2.857142686843871,1
1746807918.5158222,2.8571426868438716,0
1746807918.7163484,2.8571426868438716,1
1746807919.0172293,2.857142686843872,0
1746807919.1176162,2.857142686843872,1
1746807919.3184526,2.857142686843872,0
1746807919.519671,2.857142686843872,1
1746807919.8341198,2.857142686843872,0
1746807919.9343917,2.857142686843872,1
1746807920.1351626,2.857142686843872,0
1746807920.3391168,2.857142686843872,1
1746807920.5399773,2.857142686843872,0
1746807920.6407712,2.857142686843872,1
1746807920.941725,2.857142686843872,0
1746807921.0423632,2.857142686843872,1
1746807921.243232,2.857142686843872,0
1746807921.3439672,2.857142686843872,1
1746807921.544843,2.857142686843872,0
1746807921.7454216,2.857142686843872,1
1746807921.9461944,2.857142686843872,0
1746807922.046923,2.857142686843872,1
1746807922.2579982,2.857142686843872,0
1746807922.3614604,2.857142686843872,1
1746807922.562315,2.857142686843872,0
1746807922.6633406,2.857142686843872,1
1746807922.9665499,2.857142686843872,0
1746807923.0672615,2.857142686843872,1
1746807923.3682222,2.857142686843872,0
1746807923.4688056,2.857142686843872,1
1746807923.7699318,2.857142686843872,0
1746807923.870271,2.857142686843872,1
1746807924.0712466,2.857142686843872,0
1746807924.1715987,2.857142686843872,1
1746807924.5733902,2.857142686843872,0
1746807924.779159,2.857142686843872,1
1746807924.888213,2.857142686843872,0
1746807925.1887183,2.857142686843872,1
1746807925.3936846,2.857142686843872,0
1746807925.49407,2.857142686843872,1
1746807925.695025,2.857142686843872,0
1746807925.795338,2.857142686843872,1
1746807925.9961429,2.857142686843872,0
1746807926.1966932,2.857142686843872,1
1746807926.5977583,2.857142686843872,0
1746807926.6981497,2.857142686843872,1
1746807926.8990757,2.857142686843872,0
1746807926.9998362,2.857142686843872,1
1746807927.3109846,2.857142686843872,0
1746807927.4151165,2.857142686843872,1
1746807927.7161152,2.857142686843872,0
1746807927.9198682,2.857142686843872,1
1746807928.2262604,2.857142686843872,0
1746807928.4267118,2.857142686843872,1
1746807928.8281307,2.857142686843872,0
1746807928.9284809,2.857142686843872,1
1746807929.1294832,2.857142686843872,0
1746807929.3302367,2.857142686843872,1
1746807929.531092,2.857142686843872,0
1746807929.631566,2.857142686843872,1
1746807929.8428423,2.857142686843872,0
1746807930.043499,2.857142686843872,1
1746807930.2443213,2.857142686843872,0
1746807930.3448343,2.857142686843872,1
1746807930.5475605,2.857142686843872,0
1746807930.7482028,2.857142686843872,1
1746807931.0491796,2.857142686843872,0
1746807931.1495433,2.857142686843872,1
1746807931.2502155,2.857142686843872,0
1746807931.4510841,2.857142686843872,1
1746807931.651906,2.857142686843872,0
1746807931.752314,2.857142686843872,1
1746807931.9532125,2.857142686843872,0
1746807932.0539365,2.857142686843872,1
1746807932.2547822,2.857142686843872,0
1746807932.4709735,2.857142686843872,1
1746807932.6718538,2.857142686843872,0
1746807932.7721772,2.857142686843872,1
1746807932.9733708,2.857142686843872,0
1746807933.074188,2.857142686843872,1
1746807933.2751138,2.857142686843872,0
1746807933.3758576,2.857142686843872,1
1746807933.6769328,2.857142686843872,0
1746807933.8773785,2.857142686843872,1
1746807933.978033,2.857142686843872,0
1746807934.1784809,2.857142686843872,1
1746807934.2792308,2.857142686843872,0
1746807934.480058,2.857142686843872,1
1746807934.9947,2.857142686843872,0
1746807935.0954301,2.857142686843872,1
1746807935.2962742,2.857142686843872,0
1746807935.3965924,2.857142686843872,1
1746807935.599883,2.857142686843872,0
1746807935.9004664,2.857142686843872,1
1746807936.1012654,2.857142686843872,0
1746807936.2020965,2.857142686843872,1
1746807936.50313,2.857142686843872,0
1746807936.6037173,2.857142686843872,1
1746807936.7044544,2.857142686843872,0
1746807936.905461,2.857142686843872,1
1746807937.0061274,2.857142686843872,0
1746807937.4119787,2.857142686843872,1
1746807937.7213056,2.857142686843872,0
1746807937.8220675,2.857142686843872,1
1746807938.025951,2.857142686843872,0
1746807938.1264555,2.857142686843872,1
1746807938.3273242,2.857142686843872,0
1746807938.4283333,2.857142686843872,1
1746807938.729395,2.857142686843872,0
1746807938.8297405,2.857142686843872,1
1746807938.9304338,2.857142686843872,0
1746807939.2309957,2.857142686843872,1
1746807939.431881,2.857142686843872,0
1746807939.6323469,2.857142686843872,1
1746807939.8331397,2.857142686843872,0
1746807939.9437737,2.857142686843872,1
1746807940.1496632,2.857142686843872,0
1746807940.5517302,2.857142686843872,1
1746807940.6525261,2.857142686843872,0
1746807940.7528923,2.857142686843872,1
1746807941.0538442,2.857142686843872,0
1746807941.154174,2.857142686843872,1
1746807941.254927,2.857142686843872,0
1746807941.3552494,2.857142686843872,1
1746807941.556045,2.857142686843872,0
1746807941.7565298,2.857142686843872,1
1746807941.957385,2.857142686843872,0
1746807942.0577333,2.857142686843872,1
1746807942.258906,2.857142686843872,0
1746807942.4644427,2.857142686843872,1
1746807942.774159,2.857142686843872,0
1746807942.874482,2.857142686843872,1
1746807943.0788872,2.857142686843872,0
1746807943.17931,2.857142686843872,1
1746807943.3801832,2.857142686843872,0
1746807943.5806391,2.857142686843872,1
1746807943.781518,2.857142686843872,0
1746807943.9819863,2.857142686843872,1
1746807944.2829008,2.857142686843872,0
1746807944.3833075,2.857142686843872,1
1746807944.8845787,2.857142686843872,0
1746807944.9952476,2.857142686843872,1
1746807945.2011716,2.857142686843872,0
1746807945.401638,2.857142686843872,1
1746807945.6052194,2.857142686843872,0
1746807945.705551,2.857142686843872,1
1746807945.9064112,2.857142686843872,0
1746807946.0067546,2.857142686843872,1
1746807946.2075522,2.857142686843872,0
1746807946.3079696,2.857142686843872,1
1746807946.5088327,2.857142686843872,0
1746807946.7093995,2.857142686843872,1
1746807946.910343,2.857142686843872,0
1746807947.0106993,2.857142686843872,1
1746807947.2121472,2.857142686843872,0
1746807947.4126215,2.857142686843872,1
1746807947.6266367,2.857142686843872,0
1746807947.8270855,2.857142686843872,1
1746807948.1315658,2.857142686843872,0
1746807948.231972,2.857142686843872,1
1746807948.532986,2.857142686843872,0
1746807948.633334,2.857142686843872,1
1746807948.9343877,2.857142686843872,0
1746807949.034738,2.857142686843872,1
1746807949.3357036,2.857142686843872,0
1746807949.5367212,2.857142686843872,1
1746807949.63746,2.857142686843872,0
1746807949.8382585,2.857142686843872,1
1746807950.0493486,2.857142686843872,0
1746807950.1530929,2.857142686843872,1
1746807950.3540208,2.857142686843872,0
1746807950.4543438,2.857142686843872,1
1746807950.6581614,2.857142686843872,0
1746807950.858731,2.857142686843872,1
1746807951.0596786,2.857142686843872,0
1746807951.160023,2.857142686843872,1
1746807951.5611753,2.857142686843872,0
1746807951.6615155,2.857142686843872,1
1746807951.9625738,2.857142686843872,0
1746807952.0629318,2.857142686843872,1
1746807952.574406,2.857142686843872,0
1746807952.6791985,2.857142686843872,1
1746807952.880096,2.857142686843872,0
1746807953.0805764,2.857142686843872,1
1746807953.2845428,2.857142686843872,0
1746807953.3848963,2.857142686843872,1
1746807953.68589,2.857142686843872,0
1746807953.7862246,2.857142686843872,1
1746807954.0872803,2.857142686843872,0
1746807954.1876125,2.857142686843872,1
1746807954.4886727,2.857142686843872,0
1746807954.589057,2.857142686843872,1
1746807954.8900352,2.857142686843872,0
1746807954.9903834,2.857142686843872,1
1746807955.205032,2.857142686843872,0
1746807955.3053598,2.857142686843872,1
1746807955.5061934,2.857142686843872,0
1746807955.6065624,2.857142686843872,1
1746807955.8102303,2.857142686843872,0
1746807955.9105802,2.857142686843872,1
1746807956.1114295,2.857142686843872,0
1746807956.3119211,2.857142686843872,1
1746807956.5127778,2.857142686843872,0
1746807956.813388,2.857142686843872,1
1746807957.0142932,2.857142686843872,0
1746807957.1146362,2.857142686843872,1
1746807957.3154898,2.857142686843872,0
1746807957.415828,2.857142686843872,1
1746807957.8311105,2.857142686843872,0
